"stil","ime_1"
"47.2210","Halfar | 1812210"
"47.2213","Halfar | 1812213"
"47.2719","Halfar | 1802719"
"47.2765","Halfar | 1802765"
"47.2781","Halfar | 1802781"
"47.2814","Halfar | 1802814"
"47.3055","Halfar | 1813055"
"47.3063","Halfar | 1813063"
"47.3342","Halfar | 1813342"
"47.3908","Halfar | 1803908"
"47.3939","Halfar | 1803939"
"47.4000","Halfar | 1814000"
"47.4014","Halfar | 1814014"
"47.5000","Halfar | 1815000"
"47.5510","Halfar | 1805510"
"47.5710","Halfar | 1805710"
"47.6052","Halfar | 1806052"
"47.6062","Halfar | 1816062"
"47.6063","Halfar | 1816063"
"47.6068","Halfar | 1816068"
"47.6069","Halfar | 1816069"
"47.6072","Halfar | 1816072"
"47.6073","Halfar | 1816073"
"47.6075","Halfar | 1816075"
"47.6076","Halfar | 1816076"
"47.6077","Halfar | 1816077"
"47.6079","Halfar | 1816079"
"47.6088","Halfar | 1816088"
"47.6089","Halfar | 1816089"
"47.6500","Halfar | 1816500"
"47.6503","Halfar | 1816503"
"47.6505","Halfar | 1816505"
"47.6510","Halfar | 1816510"
"47.6694","Halfar | 1806694"
"47.6695","Halfar | 1806695"
"47.7530","Halfar | 1807530"
"47.7554","Halfar | 1807554"
"47.7556","Halfar | 1807556"
"47.7777","Halfar | 1807777"
"47.7781","Halfar | 1807781"
"47.7785","Halfar | 1807785"
"47.7790","Halfar | 1807790"
"47.8011","Halfar | 1818011"
"47.8012","Halfar | 1818012"
"47.8013","Halfar | 1818013"
"47.8018","Halfar | 1818018"
"47.8025","Halfar | 1818025"
"47.8029","Halfar | 1818029"
"47.8800","Halfar | 1808800"
"47.8804","Halfar | 1808804"
"47.9117","Halfar | 1809117"
"47.9123","Halfar | 1809123"
"47.9787","Halfar | 1809787"
"47.9793","Halfar | 1809793"
"47.9797","Halfar | 1809797"
"47.9798","Halfar | 1809798"
"47.9799","Halfar | 1809799"
"47.9997","Halfar | 1809997"
"47.9998","Halfar | 1809998"
"48.1000","The One | Baby Bib"
"48.1001","The One | Classic 100"
"48.1002","The One | Classic 210"
"48.1003","The One | Guest 30x50"
"48.1004","The One | Guest 30x30"
"48.1005","The One | Classic 50"
"48.1006","The One | Classic 70"
"48.1007","The One | Baby Bathrobe"
"48.1008","The One | Baby Poncho"
"48.1009","The One | Baby Towel"
"48.1011","The One | Bathrobe"
"48.1012","The One | Hamam Bathrobe"
"48.1013","The One | Kids Bathrobe"
"48.1014","The One | Deluxe 100"
"48.1015","The One | Deluxe 50"
"48.1016","The One | Deluxe 60"
"48.1017","The One | Deluxe 70"
"48.1018","The One | Golf"
"48.1019","The One | Hamam Sultan"
"48.1020","The One | Hamam Terry"
"48.1021","The One | Bathrobe hooded"
"48.1022","The One | Print 50"
"48.1023","The One | Print 70"
"48.1025","The One | Salon Towel 45"
"48.1026","The One | Slippers"
"48.1027","The One | Sport"
"48.1031","The One | Washcloth"
"48.1034","The One | Bamboo 50"
"48.1035","The One | Bamboo 70"
"48.1036","The One | Hotel 30"
"48.1037","The One | Hotel 50"
"48.1038","The One | Hotel 70"
"48.1039","The One | Luxury Hotel 30"
"48.1040","The One | Luxury Hotel 50"
"48.1041","The One | Luxury Hotel 70"
"48.1043","The One | Velour Bathrobe"
"48.1044","The One | Waffle Bathrobe"
"48.1045","The One | Waffle Towel 100"
"48.1046","The One | Hamam Marine"
"48.1047","The One | Bathmat 80"
"48.1048","The One | Apron"
"48.1050","The One | Pot holder"
"48.1051","The One | Oven Glove"
"48.1052","The One | Bistro 90"
"48.1053","The One | Bistro 60"
"48.1056","The One | Towel Stripe"
"48.1057","The One | Hamam Bag"
"48.1058","The One | Hamam Season"
"48.1059","The One | Recycled Hamam Towel"
"48.1061","The One | Recycled 100"
"48.1065","The One | Recycled 50"
"48.1067","The One | Recycled 70"
"48.1080","The One | Organic Washcloth"
"48.1081","The One | Organic Guest 30"
"48.1082","The One | Organic 50"
"48.1083","The One | Organic 70"
"48.1084","The One | Organic Bathrobe"
"48.1085","The One | Organic 100"
"48.ZF01","The One | Colour Card"
"49.4894","Vossen | 114894"
"49.4896","Vossen | 114896"
"49.4898","Vossen | 114898"
"49.4899","Vossen | 114899"
"49.4900","Vossen | 114900"
"49.4951","Vossen | 114951"
"49.6062","Vossen | 116062"
"49.6063","Vossen | 116063"
"49.6064","Vossen | 116064"
"49.6065","Vossen | 116065"
"49.6066","Vossen | 116066"
"49.6067","Vossen | 116067"
"49.7049","Vossen | 117049"
"49.8084","Vossen | 118084"
"49.8085","Vossen | 118085"
"49.8096","Vossen | 118096"
"49.8098","Vossen | 118098"
"50.0101","Westford Mill | W101"
"50.0103","Westford Mill | W103"
"50.0104","Westford Mill | W104"
"50.0107","Westford Mill | W107"
"50.0108","Westford Mill | W108"
"50.0110","Westford Mill | W110"
"50.0115","Westford Mill | W115"
"50.0118","Westford Mill | W118"
"50.0121","Westford Mill | W121"
"50.0125","Westford Mill | W125"
"50.0150","Westford Mill | W150"
"50.0180","Westford Mill | W180"
"50.0201","Westford Mill | W201"
"50.0210","Westford Mill | W210"
"50.0216","Westford Mill | W216"
"50.0225","Westford Mill | W225"
"50.0260","Westford Mill | W260"
"50.0261","Westford Mill | W261"
"50.0281","Westford Mill | W281"
"50.0285","Westford Mill | W285"
"50.0350","Westford Mill | W350"
"50.0355","Westford Mill | W355"
"50.0407","Westford Mill | W407"
"50.0408","Westford Mill | W408"
"50.0412","Westford Mill | W412"
"50.0413","Westford Mill | W413"
"50.0415","Westford Mill | W415"
"50.0422","Westford Mill | W422"
"50.0427","Westford Mill | W427"
"50.0447","Westford Mill | W447"
"50.0450","Westford Mill | W450"
"50.0530","Westford Mill | W530"
"50.0540","Westford Mill | W540"
"50.0544","Westford Mill | W544"
"50.0574","Westford Mill | W574"
"50.0608","Westford Mill | W608"
"50.0610","Westford Mill | W610"
"50.0620","Westford Mill | W620"
"50.0623","Westford Mill | W623"
"50.0626","Westford Mill | W626"
"50.0671","Westford Mill | W671"
"50.0680","Westford Mill | W680"
"50.0690","Westford Mill | W690"
"50.0701","Westford Mill | W701"
"50.0710","Westford Mill | W710"
"50.0801","Westford Mill | W801"
"50.0810","Westford Mill | W810"
"50.0816","Westford Mill | W816"
"50.0820","Westford Mill | W820"
"50.0821","Westford Mill | W821"
"50.0825","Westford Mill | W825"
"50.0850","Westford Mill | W850"
"50.0855","Westford Mill | W855"
"50.0880","Westford Mill | W880"
"50.0881","Westford Mill | W881"
"50.101C","Westford Mill | W101C"
"50.101S","Westford Mill | W101S"
"51.D012","Quadra | QD12"
"51.D031","Quadra | QD31"
"51.D460","Quadra | QD460"
"51.D550","Quadra | QD550"
"51.D552","Quadra | QD552"
"51.D610","Quadra | QD610"
"51.D612","Quadra | QD612"
"51.D613","Quadra | QD613"
"51.D615","Quadra | QD615"
"51.D875","Quadra | QD875"
"51.D886","Quadra | QD886"
"51.D925","Quadra | QD925"
"51.S070","Quadra | QS70"
"51.S077","Quadra | QS77"
"51.X310","Quadra | QX310"
"51.X520","Quadra | QX520"
"51.X550","Quadra | QX550"
"52.0005","BagBase | BG5"
"52.0007","BagBase | BG7"
"52.0010","BagBase | BG10"
"52.0021","BagBase | BG21"
"52.0023","BagBase | BG23"
"52.0030","BagBase | BG30"
"52.0040","BagBase | BG40"
"52.0042","BagBase | BG42"
"52.0110","BagBase | BG110"
"52.0118","BagBase | BG118"
"52.0125","BagBase | BG125"
"52.0140","BagBase | BG140"
"52.0150","BagBase | BG150"
"52.0151","BagBase | BG151"
"52.0153","BagBase | BG153"
"52.0198","BagBase | BG198"
"52.0283","BagBase | BG283"
"52.0287","BagBase | BG287"
"52.0288","BagBase | BG288"
"52.0290","BagBase | BG290"
"52.0330","BagBase | BG330"
"52.0332","BagBase | BG332"
"52.0335","BagBase | BG335"
"52.0337","BagBase | BG337"
"52.0338","BagBase | BG338"
"52.0544","BagBase | BG544"
"52.0545","BagBase | BG545"
"52.0613","BagBase | BG613"
"52.0620","BagBase | BG620"
"52.0628","BagBase | BG628"
"52.0641","BagBase | BG641"
"52.0673","BagBase | BG673"
"52.0721","BagBase | BG721"
"52.0723","BagBase | BG723"
"52.0724","BagBase | BG724"
"52.0726","BagBase | BG726"
"52.0728","BagBase | BG728"
"52.0730","BagBase | BG730"
"52.0745","BagBase | BG745"
"52.0746","BagBase | BG746"
"52.0747","BagBase | BG747"
"52.0749","BagBase | BG749"
"52.0750","BagBase | BG750"
"52.0751","BagBase | BG751"
"52.0755","BagBase | BG755"
"52.0756","BagBase | BG756"
"52.0758","BagBase | BG758"
"52.0759","BagBase | BG759"
"52.0760","BagBase | BG760"
"52.0763","BagBase | BG763"
"52.0764","BagBase | BG764"
"52.0765","BagBase | BG765"
"52.0768","BagBase | BG768"
"52.0769","BagBase | BG769"
"52.0841","BagBase | BG841"
"52.0850","BagBase | BG850"
"52.0855","BagBase | BG855"
"52.118S","BagBase | BG118S"
"53.0010","Beechfield | B10"
"53.0015","Beechfield | B15"
"53.0020","Beechfield | B20"
"53.0025","Beechfield | B25"
"53.0034","Beechfield | B34"
"53.0041","Beechfield | B41"
"53.0044","Beechfield | B44"
"53.0045","Beechfield | B45"
"53.0046","Beechfield | B46"
"53.0050","Beechfield | B50N"
"53.0054","Beechfield | B54N"
"53.0058","Beechfield | B58"
"53.0059","Beechfield | B59"
"53.0060","Beechfield | B60N"
"53.0065","Beechfield | B65"
"53.0070","Beechfield | B70R"
"53.010B","Beechfield | B10B"
"53.015C","Beechfield | B15C"
"53.0171","Beechfield | B171"
"53.0285","Beechfield | B285"
"53.0310","Beechfield | B310"
"53.0320","Beechfield | B320"
"53.0361","Beechfield | B361"
"53.0368","Beechfield | B368"
"53.0370","Beechfield | B370"
"53.0380","Beechfield | B380"
"53.0382","Beechfield | B382"
"53.0386","Beechfield | B386"
"53.0387","Beechfield | B387"
"53.040R","Beechfield | B40R"
"53.0425","Beechfield | B425"
"53.0426","Beechfield | B426"
"53.0437","Beechfield | B437"
"53.0439","Beechfield | B439"
"53.0440","Beechfield | B440"
"53.0443","Beechfield | B443"
"53.0445","Beechfield | B445"
"53.0446","Beechfield | B446"
"53.0447","Beechfield | B447"
"53.0450","Beechfield | B450"
"53.0456","Beechfield | B456"
"53.045N","Beechfield | B45N"
"53.0460","Beechfield | B460"
"53.0461","Beechfield | B461"
"53.0491","Beechfield | B491"
"53.0500","Beechfield | B500"
"53.0558","Beechfield | B558"
"53.0600","Beechfield | B600"
"53.0610","Beechfield | B610"
"53.0638","Beechfield | B638"
"53.0640","Beechfield | B640"
"53.0645","Beechfield | B645"
"53.064N","Beechfield | B64N"
"53.0653","Beechfield | B653"
"53.0655","Beechfield | B655"
"53.0659","Beechfield | B659"
"53.0660","Beechfield | B660"
"53.0900","Beechfield | B900"
"53.0901","Beechfield | B901"
"53.0904","Beechfield | B904"
"53.0905","Beechfield | B905"
"53.0915","Beechfield | B915R"
"53.0916","Beechfield | B916"
"53.0920","Beechfield | B920"
"53.0930","Beechfield | B930"
"53.0950","Beechfield | B950"
"53.320B","Beechfield | B320B"
"53.442R","Beechfield | B442R"
"53.610C","Beechfield | B610C"
"53.640B","Beechfield | B640B"
"53.645B","Beechfield | B645B"
"53.652N","Beechfield | B652N"
"53.900B","Beechfield | B900B"
"55.003C","Flexfit | 5003C"
"55.0110","Flexfit | 110"
"55.0180","Flexfit | 180"
"55.03BD","Flexfit | 5003BD"
"55.03BP","Flexfit | 5003BP"
"55.03FB","Flexfit | 5003FB"
"55.03OE","Flexfit | 5003OE"
"55.05FC","Flexfit | 6005FC"
"55.05FF","Flexfit | 6005FF"
"55.05FW","Flexfit | 6005FW"
"55.06CF","Flexfit | 6606CF"
"55.06KR","Flexfit | 6606KR"
"55.06MC","Flexfit | 6606MC"
"55.10OC","Flexfit | 110OC"
"55.10RS","Flexfit | 110RS"
"55.110P","Flexfit | 110P"
"55.1500","Flexfit | 1500KC"
"55.1501","Flexfit | 1501KC"
"55.45DC","Flexfit | 6245DC"
"55.5003","Flexfit | 5003"
"55.5789","Flexfit | 5789M"
"55.6006","Flexfit | 6006"
"55.6007","Flexfit | 6007"
"55.6089","Flexfit | 6089M"
"55.6100","Flexfit | 6100NU"
"55.6196","Flexfit | 6196"
"55.6210","Flexfit | 6210"
"55.6245","Flexfit | 6245CM"
"55.6277","Flexfit | 6277"
"55.6377","Flexfit | 6377"
"55.6506","Flexfit | 6506"
"55.6511","Flexfit | 6511"
"55.6533","Flexfit | 6533"
"55.6560","Flexfit | 6560"
"55.6584","Flexfit | 6584"
"55.6606","Flexfit | 6606"
"55.6778","Flexfit | 6778"
"55.7005","Flexfit | 7005"
"55.7706","Flexfit | 7706"
"55.7707","Flexfit | 7707"
"55.77FM","Flexfit | 6277FM"
"55.77FV","Flexfit | 6277FV"
"55.77KR","Flexfit | 6277KR"
"55.77MC","Flexfit | 6277MC"
"55.77OC","Flexfit | 6277OC"
"55.77RP","Flexfit | 6277RP"
"55.89CO","Flexfit | 6089CO"
"55.89OC","Flexfit | 6089OC"
"55.89PS","Flexfit | 6089PS"
"60.3000","Changeable Chest Shield"
"60.3001","Leather Trousers long/men"
"60.3101","Leather Trousers short/men"
"60.3203","Leather Trousers short/women"
"60.3207","Leather Trousers long/women"
"70.0001","Mantis | M01"
"70.0002","Mantis | M02"
"70.0006","Mantis | M06"
"70.0068","Mantis | M68"
"70.0073","Mantis | M73"
"70.0091","Mantis | M91"
"70.0092","Mantis | M92"
"70.0096","Mantis | M96"
"70.0099","Mantis | M99"
"70.0128","Mantis | M128"
"70.0130","Mantis | M130"
"70.0133","Mantis | M133"
"70.0140","Mantis | M140"
"70.0147","Mantis | M147"
"70.0193","Mantis | M193"
"70.0194","Mantis | M194"
"70.0195","Mantis | M195"
"70.0196","Mantis | M196"
"70.0198","Mantis | M198"
"70.109S","Mantis | M109S"
"70.110S","Mantis | M110S"
"71.0002","Babybugz | BZ02"
"71.0005","Babybugz | BZ05"
"71.0010","Babybugz | BZ10"
"71.0011","Babybugz | BZ11"
"71.0012","Babybugz | BZ12"
"71.0013","Babybugz | BZ13"
"71.0015","Babybugz | BZ15"
"71.0019","Babybugz | BZ19"
"71.0023","Babybugz | BZ23"
"71.0024","Babybugz | BZ24"
"71.0025","Babybugz | BZ25"
"71.0030","Babybugz | BZ30"
"71.0031","Babybugz | BZ31"
"71.0032","Babybugz | BZ32"
"71.0033","Babybugz | BZ33"
"71.0046","Babybugz | BZ46"
"71.0047","Babybugz | BZ47"
"71.0049","Babybugz | BZ49"
"71.0051","Babybugz | BZ51"
"71.0053","Babybugz | BZ53"
"71.0056","Babybugz | BZ56"
"71.0059","Babybugz | BZ59"
"71.0060","Babybugz | BZ60"
"71.0062","Babybugz | BZ62"
"71.0063","Babybugz | BZ63"
"71.0067","Babybugz | BZ67"
"75.0101","HRM | 101"
"75.0102","HRM | 102"
"75.0201","HRM | 201"
"75.0202","HRM | 202"
"75.0502","HRM | 502"
"75.0602","HRM | 602"
"76.0KXL","Korntex | KXL"
"76.BTIE","Korntex | KXBTIE"
"76.KASH","Korntex | KXASH"
"76.KT10","Korntex | KT100 – Haiti"
"76.KW01","Korntex | KW01"
"76.KW02","Korntex | KW02"
"76.KWWB","Korntex | KXWWB"
"76.KXFJ","Korntex | KXFJ – Bergen"
"76.KXFW","Korntex | KXFW – Dortmund"
"76.KXHK","Korntex | KXHK"
"76.KXMF","Korntex | KXMF – Berlin"
"76.KXPJ","Korntex | KXPJ – Oslo"
"76.KXQ1","Korntex | KXQ – Thessaloniki"
"76.KXQ2","Korntex | KXQ – Thessaloniki"
"76.KXRJ","Korntex | KXRJ – Tampere"
"76.KXVR","Korntex | KXVR – Hannover"
"76.KXVW","Korntex | KXVW – Wolfsburg"
"76.MOTO","Korntex | KXMOTO – Schleiz"
"76.P100","Korntex | P100 – Amigo"
"76.P101","Korntex | P100 – Amigo"
"76.PONC","Korntex | PONC"
"76.R217","Korntex | RX217 – Cologne"
"76.RH10","Korntex | RH100 – Tilburg"
"76.TABW","Korntex | KXTABW – Ural"
"76.TIE5","Korntex | KXTIE5"
"76.TIE8","Korntex | KXTIE8"
"76.VIST","Korntex | KX200 – Passau"
"76.X111","Korntex | X111 - Mannheim"
"76.X217","Korntex | KXX217 – Freiburg"
"77.1301","Neutral | O13101"
"77.1331","Neutral | O13301"
"77.2080","Neutral | O20080"
"77.2280","Neutral | O22980"
"77.3001","Neutral | O30001"
"77.3301","Neutral | O33001"
"77.6001","Neutral | O60001"
"77.6002","Neutral | O60002"
"77.6012","Neutral | O60012"
"77.6101","Neutral | O61001"
"77.6150","Neutral | O61050"
"77.6301","Neutral | O63001"
"77.6311","Neutral | O63101"
"77.6331","Neutral | O63301"
"77.7301","Neutral | O73501"
"77.8001","Neutral | O80001"
"77.8012","Neutral | O80012"
"77.8101","Neutral | O81001"
"77.8104","Neutral | O81004"
"77.8150","Neutral | O81050"
"77.8311","Neutral | O83101"
"77.8331","Neutral | O83301"
"77.9003","Neutral | O90003"
"77.9020","Neutral | O90020"
"77.9030","Neutral | O90030"
"77.9044","Neutral | O90044"
"77.9355","Neutral | O93055"
"77.9356","Neutral | O93056"
"77.9390","Neutral | O93090"
"77.T611","Neutral | T61001"
"77.T630","Neutral | T63001"
"77.T811","Neutral | T81001"
"77.T903","Neutral | T90003"
"77.T914","Neutral | T90014"
"77.ZF01","Neutral | Colour Card"
"77.ZS01","Neutral | Hanger"
"77.ZS02","Neutral | Hanger Clips"
"78.0604","SST | Blouse Regular LSL"
"78.0605","SST | Blouse Regular SSL"
"78.0613","SST | Blouse Slim LSL"
"78.0614","SST | Blouse Slim SSL"
"78.0619","SST | Blouse Office Slim"
"78.1000","SST | Shirt Shaped LSL"
"78.1001","SST | Shirt Shaped SSL"
"78.1182","SST | Chalice Blouse Slim LSL"
"78.1936","SST | Shirt Office Regular"
"78.2936","SST | Shirt Office Shaped"
"78.3000","SST | Shirt Regular LSL"
"78.3001","SST | Shirt Regular SSL"
"78.5198","SST | Shirt Slim LSL"
"78.6521","SST | Shirt Slim SSL"
"78.6936","SST | Shirt Office Slim"
"79.008F","Yoko | HV008F"
"79.016T","Yoko | HV016T"
"79.J220","Yoko | HVJ220"
"79.J259","Yoko | HVJ259"
"79.J400","Yoko | HVJ400"
"79.J410","Yoko | HVJ410"
"79.J510","Yoko | HVJ510"
"79.P218","Yoko | HVP218"
"79.P302","Yoko | HVP302"
"79.P711","Yoko | HVP711"
"79.V005","Yoko | HV005"
"79.V006","Yoko | HV006"
"79.VK05","Yoko | HVK05"
"79.VK07","Yoko | HVK07"
"79.VK08","Yoko | HVK08"
"79.VK09","Yoko | HVK09"
"79.W100","Yoko | HVW100"
"79.W102","Yoko | HVW102"
"79.W120","Yoko | HVW120"
"79.W801","Yoko | HVW801"
"79.W820","Yoko | HVW820"
"80.0200","Cotton Bag"
"80.0201","Long Cotton Bag"
"80.1122","100 Polybags 22x31"
"80.1125","100 Polybags 25x35"
"80.1130","100 Polybags 30x40"
"80.1225","50 Mailing Bags 25x35"
"80.1234","50 Mailing Bags 34x45"
"80.1251","25 Mailing Bags 51x60"
"80.1350","20 Quick Pack Box 34x25x13"
"80.1360","20 Quick Pack Box 40x26x25"
"80.1460","Packaging Tape 50mm width"
"80.1531","100 Document Envelopes"
"80.1613","Stretch Film"
"90.22HK","Main Catalogue 2022"
"90.22MW","Textile World Magazine-Winter Edition"
"90.23HK","Main Catalogue 2023"
